tree_id,X,Y,height_m,crown_area_m2
1,204078.08203710892,1902060.6801563997,4.860785484313965,10.515572150703642
2,204072.79455823934,1902060.6439338173,4.611312389373779,3.1706758843601293
3,204082.7538506307,1902059.3761434304,3.9985620975494385,16.92776235394743
4,204074.38804502194,1902058.9414724405,4.680304050445557,12.94113264267992
5,204053.3829919784,1902058.7241369458,2.8510499000549316,1.969046132424463
6,204093.14773032637,1902058.6154691982,2.6952638626098633,2.1868087294301928
7,204102.9621602829,1902058.4705788684,2.400937557220459,1.680445100385071
8,204107.85126745683,1902058.289465956,3.4077956676483154,3.0709773456813085
9,204112.12470928294,1902058.289465956,2.7413313388824463,3.5091261854712146
10,204123.09803871776,1902058.217020791,4.577569484710693,15.852067598174669
11,204062.36446293496,1902057.5287917238,5.878029823303223,13.128723313675128
12,204115.31168284817,1902056.261001337,3.1048083305358887,1.7473480669787325
13,204113.89927410902,1902055.065656115,3.551360845565796,2.458356064008747
14,204049.50792184795,1902054.6309851254,3.497239589691162,7.2268322076139695
15,204058.09102110885,1902054.4136496305,2.146923065185547,0.3712458730149485
16,204097.9281906742,1902054.0876463882,3.523174524307251,9.471361143550265
17,204118.13650032645,1902054.0876463882,4.4657440185546875,4.308026315084283
18,204088.00511389156,1902054.0514238058,4.360179901123047,13.51177559246964
19,204093.54610202202,1902053.9789786409,2.6179494857788086,0.9956735606420513
20,204107.99612989163,1902053.9789786409,4.408544063568115,20.869790087602098
21,204078.3717619785,1902053.9427560582,4.1253485679626465,15.326026626168531
22,204068.52111641323,1902053.8703108933,4.158176898956299,4.388047510345674
23,204116.68787597862,1902053.616752816,4.485612392425537,4.575638181405162
24,204127.1904025004,1902053.399417321,5.146288871765137,30.132571394245783
25,204114.261430196,1902053.2183044087,3.6496338844299316,4.611057398927271
26,204117.08624767425,1902052.0591817694,3.9768245220184326,2.357345702927658
27,204064.32010580454,1902051.4071752846,4.254067897796631,9.657639991455987
28,204122.953176283,1902051.2260623723,2.9383113384246826,5.9163211575222086
29,204059.503429848,1902049.7409364905,3.3909449577331543,3.4356641045832124
30,204062.76283463062,1902049.4149332482,4.3203125,8.873169913501066
31,204098.32656236985,1902049.4149332482,,
32,204054.21595097843,1902049.1975977533,6.038257122039795,53.39643822520169
33,204102.45514176117,1902049.1975977533,4.532904624938965,21.26071330373828
34,204082.42791015242,1902048.9802622586,3.3870158195495605,9.382157188220289
35,204107.3804645438,1902048.7629267636,2.6905133724212646,2.1710668549955985
36,204069.53515345673,1902048.654259016,8.75062084197998,68.91267916785601
37,204093.25637715246,1902048.4731461038,3.0106146335601807,7.3107888717053555
38,204128.02336150038,1902048.4369235213,2.806100845336914,4.2240696512605975
39,204112.81280584817,1902048.0746976964,4.054585933685303,15.568713857626832
40,204086.48405832634,1902046.9517976395,2.997340440750122,1.0284691324889992
41,204048.3852379784,1902046.8431298921,5.6008830070495605,28.584620404282138
42,204110.38636006555,1902046.22734599,2.8420522212982178,5.025593426586755
43,204059.6120766741,1902045.4666717579,3.661672830581665,7.2858642370040325
44,204078.69770245676,1902045.394226593,2.9696946144104004,12.889971550589376
45,204108.79287328292,1902044.4886620308,2.9873180389404297,2.316679193922439
46,204048.92847210882,1902044.343771701,5.204640865325928,7.807969740368858
47,204056.8596904132,1902044.2351039534,4.155440330505371,12.548897603747267
48,204122.55480458733,1902044.198881371,2.1870222091674805,1.2501671980211597
49,204106.90966163075,1902043.7279877989,2.9360785484313965,0.8067710669631605
50,204113.1387463264,1902043.5468748864,2.8984591960906982,5.660515697406706
51,204098.54385602204,1902043.4744297215,3.4333534240722656,13.517022884247874
52,204108.43071719597,1902043.293316809,3.387131929397583,3.3595783779936954
53,204067.86923545672,1902042.5688651593,5.255061149597168,18.055930025146864
54,204064.501183848,1902040.7577360354,5.027312278747559,36.07512900938494
55,204083.2608691524,1902040.359287628,3.3254947662353516,3.5957064949626583
56,204122.591020196,1902040.2143972982,4.098694801330566,4.983615094756612
57,204054.143519761,1902040.1419521333,3.964494228363037,9.24441578650865
58,204081.37765750024,1902040.1419521333,,
59,204073.69994845672,1902039.9608392208,4.243960380554199,18.845647394292918
60,204068.37625397847,1902039.8159488908,3.2652223110198975,4.427402196668253
61,204112.6317278047,1902039.4899456485,5.279007434844971,23.68496197310468
62,204102.3102793264,1902039.3450553187,4.626030445098877,18.894184840773693
63,204120.49051489166,1902039.2001649886,4.027349948883057,4.18865043367315
64,204079.34958341328,1902039.0552746588,2.8845291137695312,2.0792392538144466
65,204092.9666522829,1902038.9103843288,2.454559087753296,4.5389071407587975
66,204128.96496732646,1902038.7292714163,,
67,204122.953176283,1902037.932374602,4.05936336517334,10.027574041881051
68,204105.96805580467,1902037.2441455347,2.773670196533203,4.744863331983896
69,204107.63397380465,1902036.1936906427,2.6792585849761963,2.9004403724863486
70,204059.68450789148,1902035.2156809159,3.073854446411133,7.296358820052484
71,204067.90545106542,1902034.9621228385,4.212519645690918,16.738859860286457
72,204088.5845636307,1902034.925900256,3.113384485244751,17.855221125127684
73,204097.74711263072,1902034.925900256,4.410106658935547,17.41313681719289
74,204115.52897650035,1902034.3463389364,4.065418720245361,6.534189730876042
75,204078.84256489153,1902034.2738937712,3.1100308895111084,7.790916043055581
76,204127.0455400656,1902034.0203356938,5.132927894592285,21.73952865248075
77,204108.2496391525,1902033.9116679465,2.6306052207946777,3.0683536999576715
78,204054.03487293492,1902031.158751678,4.613391399383545,11.214773741853955
79,204049.87007793493,1902031.0138613482,3.366224765777588,8.647536379490964
80,204083.04357550025,1902030.035851621,4.082956314086914,15.429660633093397
81,204111.79876880467,1902030.035851621,5.143808841705322,17.48528707517377
82,204092.13369328287,1902029.7098483788,3.851367235183716,21.296132521420603
83,204107.95991428292,1902029.6011806314,2.6006059646606445,1.4862953151809037
84,204063.26985315236,1902029.2389548065,3.030853748321533,8.878417204899868
85,204102.9259446742,1902028.6231709043,4.6200408935546875,19.31265633729161
86,204128.31308636995,1902028.1884999145,2.827470064163208,7.58102438357704
87,204121.9391392395,1902027.8262740897,3.940997838973999,18.631820266131967
88,204048.74739406534,1902026.0513675483,4.44991397857666,23.140555480805386
89,204068.88327250018,1902026.0151449658,3.4192774295806885,11.031118539580167
90,204097.89197506552,1902025.7615868885,2.6711604595184326,5.764149704346349
91,204087.715389022,1902025.508028811,4.933418273925781,30.49988179877012
92,204059.03262693496,1902025.2182481512,4.478153705596924,17.07075104712847
93,204093.11151471766,1902025.145802986,2.813667058944702,5.109550090700289
94,204107.92369867422,1902024.9284674914,3.816044330596924,11.154429889611551
95,204073.1567143263,1902024.8197997438,3.398078680038452,4.053532677801077
96,204127.1904025004,1902024.747354579,4.0902886390686035,11.681782684709297
97,204077.5025873698,1902024.6386868316,3.937753200531006,14.719964458641678
98,204117.5208349786,1902023.479564192,3.6262047290802,8.02573233762649
99,204072.14267728283,1902023.3708964447,3.454077959060669,5.307635344549991
100,204126.53852154384,1902022.3928867176,3.6122965812683105,7.241262259414409
101,204097.8195438481,1902020.2557543514,2.3659825325012207,2.8282901143473826
102,204049.94250915232,1902020.1833091865,3.2966766357421875,11.448278213271088
103,204082.6089881959,1902020.074641439,5.196474075317383,23.98536941127884
104,204058.7066864567,1902019.8935285264,2.820492744445801,2.165819563412351
105,204073.77237967413,1902019.857305944,4.203105926513672,17.927371383259274
106,204091.7353215872,1902019.784860779,3.067279577255249,5.204001337501784
107,204122.51858897862,1902019.784860779,3.469180107116699,5.8730310026647645
108,204064.06659654365,1902019.7124156142,5.450967788696289,19.56059086022672
109,204127.26283371777,1902019.4226349543,2.958655595779419,4.782906195132672
110,204112.81280584817,1902019.2052994594,5.148436069488525,19.585515494940644
111,204121.17861145688,1902019.169076877,3.46567440032959,8.092635303936634
112,204054.61432267405,1902019.1328542945,4.767654895782471,34.71345686705399
113,204093.76339567418,1902016.6334961033,2.077263116836548,0.9694371032148729
114,204114.76844871772,1902016.5248283558,3.3454949855804443,0.8500612217573725
115,204048.63874723925,1902015.6917089587,3.6383728981018066,14.69372800128301
116,204068.0865291089,1902015.5105960465,3.993873119354248,19.897729338764787
117,204088.18619193503,1902015.257037969,3.3663594722747803,10.652001729398524
118,204107.3804645438,1902015.257037969,3.2847702503204346,8.403537324849363
119,204060.01044836972,1902014.8585895617,4.699161529541016,32.201316064922146
120,204079.20472097848,1902014.6774766494,4.655691146850586,18.37601480579615
121,204083.4057315872,1902014.5688089018,4.155807018280029,17.18881510578321
122,204114.29764580468,1902014.496363737,3.626589775085449,5.29714076133712
123,204127.40769615254,1902013.7719120872,4.6019368171691895,13.816118499186059
124,204054.3245978045,1902011.3812216436,3.204348087310791,10.149573568906195
125,204082.82628184807,1902011.2001087312,3.4071037769317627,2.234034352856237
126,204102.38271054378,1902010.8741054889,3.402090072631836,11.525675762688692
127,204073.37400797848,1902010.5118796641,3.930570602416992,13.627216005401763
128,204056.71482797843,1902010.366989334,3.0075058937072754,4.095511009699736
129,204117.3759725438,1902010.2583215868,3.708183765411377,2.586914705579093
130,204063.8493028915,1902010.1134312567,3.2942028045654297,8.68689106550682
131,204050.26844963056,1902009.9323183442,3.455671548843384,20.920951179715857
132,204046.39337950014,1902009.751205432,,
133,204091.7353215872,1902009.751205432,3.344066619873047,7.742378596787748
134,204094.4514922394,1902009.7149828495,3.3070006370544434,6.594533582909749
135,204084.31112180458,1902009.678760267,3.7239859104156494,9.201125631696518
136,204121.9391392395,1902009.3527570246,5.124562740325928,28.192385365192475
137,204112.16092489162,1902008.9905311998,4.507099628448486,36.750717789124636
138,204060.336388848,1902006.2376149313,4.665401458740234,9.466113852179934
139,204057.98237428276,1902006.0202794364,4.974282741546631,19.807213560363227
140,204068.12274471758,1902005.9478342715,2.768615245819092,4.472004174256825
141,204121.7218455873,1902005.9478342715,2.1950271129608154,0.9694371032117106
142,204048.71117845667,1902005.8029439417,4.231276512145996,12.458381825486958
143,204107.77883623945,1902005.5856084467,2.1979258060455322,1.2239307405813356
144,204098.21791554376,1902005.5131632818,3.0343875885009766,3.5261798827792212
145,204116.7240915873,1902005.078492292,4.2727274894714355,5.348301853267467
146,204088.7294260655,1902004.7887116321,4.926007270812988,3.371384783739539
147,204126.64716836993,1902004.3540406423,3.920917272567749,14.942974347235962
148,204049.68899989143,1902003.339808333,3.2186119556427,6.820167116884027
149,204054.3970290219,1902002.506688936,2.4214560985565186,1.8260574392939932
150,204062.43689415234,1902001.6373469564,4.404354095458984,4.183403142239566
151,204064.501183848,1902001.5649017913,4.32478141784668,3.408115824218327
152,204083.4057315872,1902001.2026759665,5.567263603210449,15.295854700187501
153,204107.3442489351,1902001.2026759665,2.4525299072265625,2.403259503384376
154,204047.5522789784,1902001.1302308016,7.7917890548706055,5.676257571697959
155,204050.70303693492,1902001.1302308016,7.59893274307251,2.2484644043784163
156,204074.46047623936,1902001.1302308016,3.7710375785827637,12.863735092944015
157,204093.11151471766,1902000.6955598118,4.417068004608154,19.174914935400803
158,204103.10702271768,1902000.6593372293,5.182301044464111,14.958716221072907
159,204101.83947641336,1902000.6231146469,5.962334156036377,10.401443560819907
160,204111.18310345686,1902000.0073307448,4.260322570800781,3.2782453597914243
161,204089.70724750025,1901999.717550085,8.826957702636719,3.3254709834135188
162,204113.79062728296,1901999.6088823373,4.509349822998047,21.470604963555182
163,204121.57698315254,1901999.1017661826,3.8701093196868896,11.56634227174345
164,204109.22746058728,1901998.9568758528,3.3203537464141846,0.4630734741539414
165,204127.950930283,1901998.3410919507,5.0566534996032715,0.8080828897849281
